name,city_clean,city_tier,location,cusine,rating,votes,cost_for_two,price_tier,has_online_order,has_table_booking,delivery_only,anom_iqr_cost,anom_zscore_cost,anom_isoforest,operational_risk
Club Leo - Leonia Holistic Destination,Hyderabad,Tier 1,Shamirpet,Finger Food,2.8,18,1800.0,Luxury (1500+),False,False,False,True,True,True,True
Relax Family Garden Resto Bar,Pune,Tier 1,Sinhgad Road,"Chinese, Fast Food",2.8,107,700.0,Premium (700-1500),True,False,False,False,False,False,True
Kanak International Bar & Restaurant,Hyderabad,Tier 1,Abids,"North Indian, Chinese, Biryani, Seafood",2.9,4,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Garden Court,Pune,Tier 1,Bavdhan,"North Indian, Chinese, Seafood",2.5,605,1400.0,Premium (700-1500),False,True,False,True,False,True,True
Cafe Bellagio,Pune,Tier 1,NIBM Road,"Italian, Continental, Fast Food, Beverages",2.7,69,800.0,Premium (700-1500),False,False,False,False,False,False,True
3 Idiots Pizza Restaurant,Mumbai,Tier 1,Kopar Khairane,"Pizza, Fast Food",2.7,60,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Vrindavan Veg,Pune,Tier 1,Viman Nagar,"South Indian, North Indian, Fast Food, Chinese, Beverages",2.9,4,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Veggie Burger Kitchen,Mumbai,Tier 1,Malad West,"Burger, Fast Food",2.9,9,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Smokin' Joe's,Pune,Tier 1,Pimpri,"Pizza, Fast Food",2.8,259,700.0,Premium (700-1500),True,False,False,False,False,False,True
Kaka Singh,Bengaluru,Tier 1,Bellandur,North Indian,2.6,44,550.0,Mid-range (300-700),True,False,False,False,False,False,True
New Rasoi Garden,Pune,Tier 1,Aundh,"North Indian, Chinese",2.5,60,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Seven INN,Pune,Tier 1,Kharadi,"North Indian, Chinese, Continental, Seafood",2.6,7,600.0,Mid-range (300-700),False,True,False,False,False,False,True
Gem Restaurant,Pune,Tier 1,East Street,"North Indian, Chinese, Mughlai",2.8,9,600.0,Mid-range (300-700),False,False,False,False,False,False,True
The Punjabi,Bengaluru,Tier 1,Bellandur,"North Indian, Chinese",2.9,35,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Sri Durga Bar & Restaurant,Hyderabad,Tier 1,Shamshabad,"North Indian, Chinese",2.9,6,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Lasa's Kitchen,Pune,Tier 1,Wanowrie,"North Indian, Chinese",2.8,152,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Kitchen Arroma,Pune,Tier 1,Hadapsar,"North Indian, Chinese, Seafood",2.4,84,900.0,Premium (700-1500),False,False,False,False,False,True,True
Sweet Magic,Hyderabad,Tier 1,Kukatpally,"Andhra, North Indian, Mithai",2.7,170,700.0,Premium (700-1500),False,False,False,False,False,False,True
Sai Biryani Kolhapuri Thaat,Pune,Tier 1,Satara Road,"Maharashtrian, North Indian",2.8,63,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Royal Maratha,Pune,Tier 1,Bavdhan,"Chinese, North Indian",2.8,5,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Kabab Mein Haddi,Pune,Tier 1,Wakad,"North Indian, Chinese, Thai",2.3,45,900.0,Premium (700-1500),False,False,False,False,False,True,True
Shree Santosh family dhaba,Hyderabad,Tier 1,Attapur,North Indian,2.9,14,750.0,Premium (700-1500),False,False,False,False,False,False,True
Thirsty Turtles,Pune,Tier 1,Camp Area,"North Indian, Continental",2.7,32,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Soho Bar & Grill,Bengaluru,Tier 1,Basavanagudi,"North Indian, Chinese, Thai",2.6,406,1100.0,Premium (700-1500),False,False,False,True,False,True,True
Vanashree Garden Restaurant,Pune,Tier 1,Bavdhan,"North Indian, Chinese",2.8,17,750.0,Premium (700-1500),False,False,False,False,False,False,True
Urvasi Takeaway - Hotel Urvashi,Hyderabad,Tier 1,Panjagutta,"North Indian, Andhra, Biryani",2.9,40,800.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel Madhura,Hyderabad,Tier 1,Attapur,"North Indian, Mughlai, Chinese, Biryani",2.9,12,850.0,Premium (700-1500),True,False,False,False,False,False,True
Lonavala Gate - Sagar Dhaba,Pune,Tier 1,Lonavala,"North Indian, Chinese",2.9,6,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Barcode,Hyderabad,Tier 1,Begumpet,"North Indian, Chinese",2.7,12,800.0,Premium (700-1500),False,False,False,False,False,False,True
Durvankur,Pune,Tier 1,Nigdi,"North Indian, Chinese",2.9,12,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Seasons Food,Pune,Tier 1,Magarpatta,"North Indian, Mughlai",2.9,13,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Leboa - St Laurn Hotel,Pune,Tier 1,Koregaon Park,North Indian,2.8,15,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Hotel Poona,Pune,Tier 1,Pimple Gurav,"North Indian, Chinese",2.7,33,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Mahabaleshwar,Pune,Tier 1,Baner,"North Indian, Chinese, Seafood",2.9,161,900.0,Premium (700-1500),True,False,False,False,False,False,True
Golden Paradise,Pune,Tier 1,Kharadi,"Chinese, North Indian, South Indian",2.9,33,600.0,Mid-range (300-700),True,True,False,False,False,False,True
Radhika AC Garden Resto,Pune,Tier 1,Lonavala,"North Indian, Chinese",2.8,19,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Wimpy's Bistro,Pune,Tier 1,Magarpatta,"American, Continental, Italian",2.9,21,600.0,Mid-range (300-700),True,False,False,False,False,False,True
New York Cafe,Hyderabad,Tier 1,Madhapur,"Pizza, Sandwich, Lebanese, Rolls, Fast Food",2.8,33,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chung Wah Express,Bengaluru,Tier 1,Nagawara,"Chinese, Thai, Vietnamese",2.3,52,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Riot Club,Hyderabad,Tier 1,Banjara Hills,"North Indian, Chinese, Continental",2.8,38,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Woody's,Bengaluru,Tier 1,Commercial Street,"Chinese, South Indian, North Indian",2.5,458,650.0,Mid-range (300-700),False,False,False,False,False,True,True
Nagashree's,Bengaluru,Tier 1,Shanti Nagar,"South Indian, North Indian, Fast Food",2.9,50,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Natraj,Pune,Tier 1,Swargate,"North Indian, Chinese, South Indian, Fast Food",2.5,45,550.0,Mid-range (300-700),False,False,False,False,False,True,True
Taste of Rajasthan,Hyderabad,Tier 1,Madhapur,"Rajasthani, North Indian, Chinese",2.9,165,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Vedanti Family Garden Restaurant,Pune,Tier 1,Warje,"North Indian, Chinese",2.9,29,700.0,Premium (700-1500),True,False,False,False,False,False,True
Bageecha Resort,Pune,Tier 1,Old Mumbai-Pune Highway,"North Indian, Chinese, Seafood, Biryani",2.9,24,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Hotel Muraa,Chennai,Tier 1,Maduravoyal,"Chinese, North Indian, South Indian",2.6,77,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Garden Restaurant,Pune,Tier 1,Lohegaon,"North Indian, Chinese, Seafood, Kebab",2.7,19,700.0,Premium (700-1500),False,False,False,False,False,False,True
Govind Garden,Pune,Tier 1,Pimple Saudagar,"North Indian, Chinese, Seafood",2.3,623,1000.0,Premium (700-1500),True,False,False,True,False,True,True
Sudit Su's Chinese,Pune,Tier 1,Bavdhan,Chinese,2.8,32,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Food Vibes,Mumbai,Tier 1,"Hiranandani Estate, Thane West","Biryani, Maharashtrian, North Indian, Chinese, Indian, Kebab",2.8,21,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Candle Hut,Pune,Tier 1,Mundhwa,"North Indian, Chinese, Continental",2.9,56,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Rajmudra Restaurant & Bar,Pune,Tier 1,Kothrud,"North Indian, Chinese, Malwani",2.6,21,850.0,Premium (700-1500),False,False,False,False,False,True,True
Mirchi Bites- Spice Heaven,Bengaluru,Tier 1,Marathahalli,"Hyderabadi, Biryani",2.8,13,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Sai's White House Restaurant & Bar,Hyderabad,Tier 1,Padmarao Nagar,"North Indian, Chinese",2.8,15,700.0,Premium (700-1500),False,False,False,False,False,False,True
Spice of Delhi,Pune,Tier 1,Kharadi,"North Indian, South Indian, Chinese",2.8,8,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Spice Affair,Pune,Tier 1,Dhanori,"North Indian, Chinese, Seafood",2.7,106,750.0,Premium (700-1500),True,True,False,False,False,False,True
Dhiraj Restaurant,Pune,Tier 1,Lonavala,"North Indian, South Indian, Gujarati, Continental, Chinese",2.7,28,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Sky Lounge Bar,Hyderabad,Tier 1,Madhapur,"North Indian, Chinese",2.4,30,1500.0,Luxury (1500+),False,False,False,True,False,True,True
Foodex,Hyderabad,Tier 1,Kukatpally,"North Indian, Chinese, Biryani, Beverages",2.7,27,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Ebony - St Laurn Hotel,Pune,Tier 1,Koregaon Park,"North Indian, Chinese, Continental, Salad",2.4,327,1400.0,Premium (700-1500),False,True,False,True,False,True,True
Navmi Garden,Pune,Tier 1,Chandan Nagar,"North Indian, Chinese",2.7,12,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Chula,Pune,Tier 1,NIBM Road,"North Indian, Chinese",2.7,113,700.0,Premium (700-1500),True,False,False,False,False,False,True
Nawabi Rasoi,Pune,Tier 1,Kothrud,"Biryani, North Indian, Chinese",2.2,358,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Salzburg Street - Amrutha Castle,Hyderabad,Tier 1,Khairatabad,"North Indian, South Indian, Chinese, Continental",2.1,116,1100.0,Premium (700-1500),False,False,False,True,False,True,True
Bao & Grills,Bengaluru,Tier 1,Bannerghatta Road,"Chinese, Asian",2.8,21,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Athithi,Bengaluru,Tier 1,Bannerghatta Road,"Andhra, Biryani, Chinese, North Indian",2.8,83,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Meghana Biryani,Bengaluru,Tier 1,Bellandur,"North Indian, Chinese",2.4,256,800.0,Premium (700-1500),True,False,False,False,False,True,True
Golden Flames,Hyderabad,Tier 1,Gachibowli,"North Indian, Chinese, Continental",2.6,21,700.0,Premium (700-1500),False,False,False,False,False,True,True
Sun Valley - Country Club,Bengaluru,Tier 1,Magadi Road,"North Indian, Chinese",2.8,13,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Speeeeeza,Pune,Tier 1,Chinchwad,Pizza,2.8,36,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Peppermill,Bengaluru,Tier 1,Seshadripuram,"South Indian, North Indian, Continental, Chinese",2.9,8,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Hotel Apsara - Babbi Da Dhaba,Pune,Tier 1,Old Mumbai-Pune Highway,"North Indian, Chinese",2.9,5,750.0,Premium (700-1500),False,False,False,False,False,False,True
Budget Restaurant & Bar,Hyderabad,Tier 1,Panjagutta,"North Indian, Chinese",2.9,11,900.0,Premium (700-1500),False,False,False,False,False,False,True
Ocean Blue,Pune,Tier 1,Sinhgad Road,"Maharashtrian, Chinese, Biryani",2.9,19,700.0,Premium (700-1500),False,False,False,False,False,False,True
Andhra House,Chennai,Tier 1,T. Nagar,"Andhra, South Indian, Biryani, Seafood",2.6,95,900.0,Premium (700-1500),False,False,False,False,False,True,True
Tamarind,Bengaluru,Tier 1,Rammurthy Nagar,"Chinese, North Indian, Continental",2.6,237,750.0,Premium (700-1500),False,False,False,False,False,True,True
Malvan Tadka,Pune,Tier 1,Chinchwad,"Seafood, North Indian, Chinese",2.7,31,700.0,Premium (700-1500),False,True,False,False,False,False,True
Amoga Spice,Hyderabad,Tier 1,Kukatpally,South Indian,2.6,165,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Coffee Tree Cafe Gourmet,Hyderabad,Tier 1,Kukatpally,"Cafe, Fast Food",2.7,29,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Aahar Takeaway,Hyderabad,Tier 1,Habsiguda,"North Indian, Chinese, Biryani",2.6,174,800.0,Premium (700-1500),True,False,False,False,False,True,True
Hyderabad House Biryani Place,Chennai,Tier 1,Karapakkam,"Biryani, Chinese, Mughlai",2.3,52,850.0,Premium (700-1500),True,False,False,False,False,True,True
Balaji Fast Food Corner,Pune,Tier 1,Lonavala,"Chinese, South Indian, Fast Food, Beverages",2.9,6,700.0,Premium (700-1500),True,False,False,False,False,False,True
Wah Hyderabad,Hyderabad,Tier 1,Necklace Road,North Indian,2.9,8,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel  Carnival,Pune,Tier 1,Chakan,"North Indian, Chinese",2.9,6,700.0,Premium (700-1500),False,False,False,False,False,False,True
Neyyar,Chennai,Tier 1,St. Thomas Mount,"Kerala, North Indian, Chinese",2.7,40,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Anmol Pride,Hyderabad,Tier 1,Lakdikapul,"North Indian, Chinese, Hyderabadi",2.4,32,700.0,Premium (700-1500),False,False,False,False,False,True,True
Kamat Hotel,Hyderabad,Tier 1,S D Road,"South Indian, North Indian",2.9,26,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Urbane Rasoi,Hyderabad,Tier 1,Lingampally,"South Indian, North Indian, Chinese",2.9,173,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Aahar Niyam,Hyderabad,Tier 1,Tarnaka,"Seafood, Biryani, South Indian, North Indian, Chinese",2.8,172,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Trupti Authentic Indian Veg,Pune,Tier 1,Shivapur,"North Indian, South Indian, Chinese",2.9,4,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Ashoka,Pune,Tier 1,Chakan,"Chinese, North Indian, Street Food",2.8,9,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Banjara Hills,Pune,Tier 1,Bavdhan,"Chinese, North Indian, Continental",2.3,356,900.0,Premium (700-1500),False,True,False,False,False,True,True
Maa Santosh Dhaba,Hyderabad,Tier 1,Gachibowli,North Indian,2.9,8,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Savera,Pune,Tier 1,Bavdhan,"North Indian, Chinese",2.7,15,1300.0,Premium (700-1500),False,False,False,True,False,True,True
Crystal Bar,Chennai,Tier 1,Semmancheri,"Finger Food, North Indian, Chinese",2.7,14,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Kohinoor Restaurant & Bar,Hyderabad,Tier 1,Falaknuma,"North Indian, Chinese",2.9,15,800.0,Premium (700-1500),False,False,False,False,False,False,True
Amma Cheti Ruchulu,Hyderabad,Tier 1,Kondapur,"North Indian, Biryani, Chinese",2.9,7,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chatori Gali,Bengaluru,Tier 1,JP Nagar,"North Indian, Street Food",2.8,57,600.0,Mid-range (300-700),False,False,False,False,False,False,True
LNS Grand,Hyderabad,Tier 1,Alwal,"Chinese, North Indian",2.9,141,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel B3,Chennai,Tier 1,Old Mahabalipuram Road (OMR),"Seafood, Biryani, South Indian, North Indian, Chinese, BBQ, Andhra",2.9,9,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Aamrapali Inn,Pune,Tier 1,Lonavala,"Chinese, North Indian",2.7,12,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel River Place,Pune,Tier 1,Mulshi Road,"North Indian, Chinese, Mughlai, Maharashtrian, Rajasthani",2.8,9,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Riddhi Siddhi,Pune,Tier 1,Lonavala,"North Indian, Chinese, South Indian, Street Food",2.7,13,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Darja Fakt Aplach,Pune,Tier 1,Warje,"Maharashtrian, North Indian",2.9,12,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Food House,Hyderabad,Tier 1,Kukatpally,"North Indian, Chinese",2.6,29,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Rice & Roti,Pune,Tier 1,Dhole Patil Road,"North Indian, Chinese, Continental",2.9,9,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Aangan,Pune,Tier 1,Akurdi,"Chinese, North Indian, Mughlai",2.5,46,650.0,Mid-range (300-700),False,False,False,False,False,True,True
Punjabi Rasoi,Pune,Tier 1,Koregaon Park,"North Indian, Mughlai",2.7,319,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Landmark Kitchens Resturant and takeaway,Hyderabad,Tier 1,Kukatpally,"North Indian, South Indian, Chinese, Beverages",2.9,161,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Yashwant Pure Veg,Pune,Tier 1,Mundhwa,"North Indian, Chinese, South Indian, Fast Food",2.8,44,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Blue - B,Hyderabad,Tier 1,S D Road,"Seafood, North Indian, Chinese, Hyderabadi, Salad, Finger Food",2.9,134,900.0,Premium (700-1500),True,True,False,False,False,False,True
Serai,Pune,Tier 1,Deccan Gymkhana,"North Indian, Chinese",2.9,7,1100.0,Premium (700-1500),False,False,False,True,False,False,True
RS Assal Marathi Restaurant,Pune,Tier 1,Vishrantwadi,"Chinese, North Indian, Maharashtrian, Seafood",2.7,54,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Sree Anjapper Hotels,Chennai,Tier 1,Adambakkam,"Chettinad, Chinese",2.4,62,700.0,Premium (700-1500),False,False,False,False,False,True,True
Thali Darbaar,Pune,Tier 1,Lavasa,"North Indian, Gujarati",2.9,13,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Rendezvous - Quality Inn Sabari,Chennai,Tier 1,T. Nagar,"South Indian, Mughlai, North Indian, Continental",2.9,54,800.0,Premium (700-1500),False,False,False,False,False,False,True
Malini Family Restaurant & Bar,Pune,Tier 1,Hadapsar,"Seafood, North Indian, Chinese",2.8,31,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Steak House,Chennai,Tier 1,Anna Nagar West,"Chinese, Steak, North Indian",2.9,48,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Samruddhi,Pune,Tier 1,Hadapsar,"North Indian, Chinese, Seafood",2.9,19,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Sambar House,Hyderabad,Tier 1,Kondapur,South Indian,2.9,142,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Hotel Banana Leaf,Pune,Tier 1,Vishrantwadi,"South Indian, Street Food, North Indian, Chinese",2.6,52,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Macmel Multi Cuisine Restaurant,Chennai,Tier 1,Tambaram,"North Indian, Chinese, Seafood",2.9,10,800.0,Premium (700-1500),False,False,False,False,False,False,True
Baba's,Pune,Tier 1,Camp Area,"Chinese, North Indian, Street Food",2.9,67,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Zero Degrees,Chennai,Tier 1,Navallur,"Finger Food, North Indian, South Indian",2.8,61,1600.0,Luxury (1500+),False,True,False,True,True,True,True
Hotel Amchee,Pune,Tier 1,Karve Nagar,"North Indian, Chinese, Biryani",2.8,15,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Seagulls,Chennai,Tier 1,Mahabalipuram,"Seafood, North Indian, Chinese",2.9,10,600.0,Mid-range (300-700),False,False,False,False,False,False,True
